Houston Association of REALTORS,,,,,,MLS Summary Report,,,,,
Area: 31,,,,,,,,,,,
2022,YTD,209,"$1,635 ","$1,500 ",$116 ,98.50%,284,41,211,35,1.9
2023,YTD,200,"$1,917 ","$1,713 ",$119 ,97.60%,267,48,207,49,1.7
Area: 32,,,,,,,,,,,
2022,YTD,17,"$1,604 ","$1,500 ",$126 ,98.10%,19,1,16,23,0.6
2023,YTD,13,"$2,073 ","$2,350 ",$118 ,94.00%,18,4,13,35,3.8
Area: 33,,,,,,,,,,,
2022,YTD,132,"$1,707 ","$1,650 ",$146 ,99.10%,150,18,130,32,1.4
2023,YTD,136,"$1,707 ","$1,650 ",$149 ,97.40%,202,40,132,43,2.8
Area: 34,,,,,,,,,,,
2022,YTD,2,"$1,275 ","$1,275 ",$91 ,97.80%,5,1,2,24,12
2023,YTD,4,"$1,125 ","$1,138 ",$105 ,100.50%,6,1,4,9,1.7
Area: 35,,,,,,,,,,,
2022,YTD,1,$750 ,$750 ,$250 ,100.00%,1,0,0,4,0
Area: 36,,,,,,,,,,,
2022,YTD,46,"$2,125 ","$2,100 ",$128 ,100.20%,59,4,50,18,0.8
2023,YTD,45,"$2,285 ","$2,200 ",$136 ,99.60%,59,6,43,21,2.2
Area: 37,,,,,,,,,,,
2022,YTD,10,"$2,127 ","$2,100 ",$112 ,98.90%,12,1,8,19,2.2
2023,YTD,33,"$2,083 ","$2,099 ",$102 ,98.20%,51,5,35,36,1.3
Area: 38,,,,,,,,,,,
2022,YTD,26,"$1,919 ","$1,798 ",$111 ,99.10%,35,3,27,26,1.8
2023,YTD,64,"$2,143 ","$2,338 ",$125 ,98.50%,79,11,63,36,2.7
Area: 39,,,,,,,,,,,
2022,YTD,114,"$1,766 ","$1,700 ",$137 ,98.60%,155,19,119,28,2
2023,YTD,143,"$1,882 ","$1,900 ",$134 ,96.90%,201,42,140,48,3
Area: 40,,,,,,,,,,,
2022,YTD,30,"$1,960 ","$1,905 ",$119 ,96.00%,38,5,30,30,2.3
2023,YTD,44,"$1,772 ","$1,688 ",$123 ,96.90%,48,10,44,60,1.8
Area: 43,,,,,,,,,,,
2022,YTD,43,"$1,313 ","$1,250 ",$100 ,99.30%,48,6,44,24,1
2023,YTD,56,"$1,282 ","$1,300 ",$93 ,99.00%,77,12,57,29,1.5
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,181
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - TH/Condo: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 44,,,,,,,,,,,
2023,YTD,4,"$1,761 ","$1,775 ",$145 ,97.50%,3,1,4,28,0
Area: 46,,,,,,,,,,,
2023,YTD,1,"$1,375 ","$1,375 ",$183 ,100.00%,3,0,1,12,0
Area: 49,,,,,,,,,,,
2023,YTD,1,"$1,825 ","$1,825 ",$0 ,100.00%,1,0,1,4,0
Area: 51,,,,,,,,,,,
2022,YTD,4,"$1,513 ","$1,575 ",$112 ,96.10%,10,1,4,45,2
2023,YTD,8,"$1,597 ","$1,673 ",$125 ,98.30%,13,3,8,59,6
Area: 52,,,,,,,,,,,
2023,YTD,1,"$1,450 ","$1,450 ",$126 ,100.00%,2,1,1,28,12
Area: 54,,,,,,,,,,,
2022,YTD,4,$663 ,$675 ,$0 ,100.00%,4,1,4,9,0
Area: 55,,,,,,,,,,,
2022,YTD,1,$900 ,$900 ,$100 ,100.00%,1,1,1,106,0
Area: 57,,,,,,,,,,,
2022,YTD,8,"$1,221 ","$1,272 ",$114 ,100.40%,9,1,8,29,1.2
2023,YTD,2,"$1,450 ","$1,450 ",$142 ,98.10%,8,1,2,36,8
Area: 58,,,,,,,,,,,
2022,YTD,2,$775 ,$775 ,$120 ,100.00%,2,0,2,12,0
2023,YTD,4,"$1,074 ",$825 ,$122 ,100.00%,5,1,3,20,4.8
Area: 61,,,,,,,,,,,
2022,YTD,14,"$1,627 ","$1,800 ",$122 ,99.90%,15,5,14,46,0.9
2023,YTD,22,"$1,553 ","$1,595 ",$121 ,96.30%,34,7,22,35,3.1
Area: 64,,,,,,,,,,,
2022,YTD,4,$874 ,$850 ,$102 ,96.40%,3,1,4,58,0
2023,YTD,1,$900 ,$900 ,$136 ,78.30%,2,1,1,194,0
Area: 69,,,,,,,,,,,
2023,YTD,1,"$1,600 ","$1,600 ",$109 ,100.00%,3,1,1,22,0
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,182
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - TH/Condo: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 1,,,,,,,,,,,
2022,YTD,31,"$1,519 ","$1,495 ",$105 ,96.20%,44,4,32,24,2
2023,YTD,46,"$1,606 ","$1,500 ",$112 ,99.90%,68,11,48,28,2.4
Area: 2,,,,,,,,,,,
2022,YTD,101,"$1,643 ","$1,635 ",$106 ,99.60%,120,14,104,29,1.1
2023,YTD,123,"$1,663 ","$1,680 ",$110 ,98.40%,165,31,125,44,2.6
Area: 3,,,,,,,,,,,
2022,YTD,37,"$1,543 ","$1,650 ",$110 ,99.10%,57,6,37,27,2.9
2023,YTD,60,"$1,635 ","$1,673 ",$111 ,101.00%,84,13,60,39,2.2
Area: 4,,,,,,,,,,,
2022,YTD,104,"$2,285 ","$2,425 ",$131 ,97.60%,152,24,105,44,2.6
2023,YTD,148,"$2,309 ","$2,400 ",$136 ,97.60%,198,33,144,37,1.8
Area: 5,,,,,,,,,,,
2022,YTD,10,"$1,675 ","$1,525 ",$118 ,96.80%,14,2,10,45,4.3
2023,YTD,20,"$2,055 ","$2,300 ",$117 ,97.80%,25,3,21,32,0.4
Area: 6,,,,,,,,,,,
2022,YTD,49,"$1,495 ","$1,550 ",$111 ,98.90%,58,6,50,28,1.8
2023,YTD,49,"$1,554 ","$1,550 ",$116 ,98.90%,60,8,53,28,1.1
Area: 7,,,,,,,,,,,
2022,YTD,157,"$1,483 ","$1,400 ",$129 ,98.10%,192,23,159,29,1.9
2023,YTD,137,"$1,583 ","$1,450 ",$139 ,98.40%,236,49,137,34,4
Area: 8,,,,,,,,,,,
2022,YTD,55,"$1,710 ","$1,700 ",$108 ,99.20%,82,8,58,22,1.1
2023,YTD,82,"$1,726 ","$1,700 ",$106 ,98.40%,90,10,84,33,0.8
Area: 9,,,,,,,,,,,
2022,YTD,301,"$2,144 ","$2,275 ",$130 ,98.40%,371,47,304,33,1.4
2023,YTD,296,"$2,273 ","$2,350 ",$137 ,97.90%,388,63,301,40,1.8
Area: 10,,,,,,,,,,,
2022,YTD,72,"$1,700 ","$1,723 ",$109 ,100.50%,84,8,73,23,0.9
2023,YTD,70,"$1,733 ","$1,730 ",$112 ,100.60%,89,13,71,31,1.6
Area: 11,,,,,,,,,,,
2022,YTD,39,"$1,405 ","$1,350 ",$90 ,99.40%,45,7,40,36,0
2023,YTD,38,"$1,599 ","$1,450 ",$111 ,99.30%,51,8,38,34,2.7
Area: 12,,,,,,,,,,,
2022,YTD,37,"$1,424 ","$1,475 ",$84 ,99.80%,47,4,37,20,1.6
2023,YTD,46,"$1,384 ","$1,350 ",$91 ,98.90%,54,7,47,34,0.8
Area: 13,,,,,,,,,,,
2022,YTD,119,"$1,515 ","$1,500 ",$110 ,99.40%,151,14,119,23,1.6
2023,YTD,114,"$1,622 ","$1,600 ",$111 ,98.10%,152,21,114,32,2.3
Area: 14,,,,,,,,,,,
2022,YTD,86,"$2,144 ","$1,975 ",$120 ,100.30%,99,9,87,26,0.8
2023,YTD,81,"$2,257 ","$2,200 ",$121 ,98.90%,111,15,86,30,1.7
Area: 15,,,,,,,,,,,
2022,YTD,298,"$2,313 ","$2,100 ",$132 ,99.50%,371,46,295,27,1.4
2023,YTD,309,"$2,226 ","$2,100 ",$135 ,98.00%,401,64,319,36,1.6
Area: 16,,,,,,,,,,,
2022,YTD,531,"$2,621 ","$2,550 ",$150 ,98.10%,719,94,540,33,1.7
2023,YTD,554,"$2,635 ","$2,650 ",$149 ,97.80%,763,111,563,36,2.1
Area: 17,,,,,,,,,,,
2022,YTD,512,"$1,747 ","$1,400 ",$140 ,98.50%,709,110,522,38,1.8
2023,YTD,454,"$1,896 ","$1,575 ",$147 ,97.90%,702,133,461,42,2.3
Area: 18,,,,,,,,,,,
2022,YTD,32,"$2,406 ","$2,350 ",$121 ,97.80%,44,5,33,35,1.5
2023,YTD,28,"$2,416 ","$2,295 ",$130 ,98.30%,39,4,27,46,1.5
Area: 19,,,,,,,,,,,
2022,YTD,38,"$1,667 ","$1,624 ",$126 ,98.80%,43,5,38,29,1.3
2023,YTD,52,"$1,824 ","$1,713 ",$123 ,97.00%,72,11,51,35,2.5
Area: 20,,,,,,,,,,,
2022,YTD,119,"$1,239 ","$1,200 ",$109 ,98.70%,201,29,121,32,1.8
2023,YTD,105,"$1,312 ","$1,300 ",$114 ,97.70%,171,28,106,41,2.9
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,183
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - TH/Condo: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 21,,,,,,,,,,,
2022,YTD,159,"$1,160 ","$1,150 ",$114 ,98.20%,231,38,161,34,2.3
2023,YTD,167,"$1,250 ","$1,250 ",$120 ,98.70%,257,42,165,36,2.3
Area: 22,,,,,,,,,,,
2022,YTD,513,"$1,736 ","$1,500 ",$138 ,98.10%,692,113,516,35,1.8
2023,YTD,433,"$1,824 ","$1,600 ",$141 ,97.10%,695,128,446,40,2.7
Area: 23,,,,,,,,,,,
2022,YTD,277,"$1,995 ","$1,850 ",$135 ,98.20%,344,47,276,34,1.5
2023,YTD,282,"$2,119 ","$2,000 ",$142 ,98.00%,447,66,286,33,2.7
Area: 24,,,,,,,,,,,
2022,YTD,138,"$1,693 ","$1,513 ",$123 ,97.60%,177,22,139,34,1.5
2023,YTD,160,"$1,683 ","$1,600 ",$133 ,97.40%,222,35,163,35,1.7
Area: 25,,,,,,,,,,,
2022,YTD,19,"$2,570 ","$2,700 ",$135 ,97.60%,28,2,23,22,1.2
2023,YTD,36,"$2,480 ","$2,600 ",$137 ,99.50%,50,6,36,26,2.9
Area: 26,,,,,,,,,,,
2022,YTD,10,"$1,351 ","$1,298 ",$78 ,101.90%,10,2,10,43,2.2
2023,YTD,8,"$1,644 ","$1,700 ",$100 ,99.10%,10,2,10,33,2.7
Area: 28,,,,,,,,,,,
2022,YTD,132,"$1,331 ","$1,325 ",$108 ,98.80%,207,29,132,34,2.1
2023,YTD,152,"$1,352 ","$1,375 ",$110 ,98.40%,225,38,160,42,2.2
Area: 29,,,,,,,,,,,
2022,YTD,96,"$1,852 ","$1,750 ",$141 ,99.50%,110,9,96,23,0.9
2023,YTD,111,"$1,834 ","$1,750 ",$141 ,99.30%,134,14,114,25,0.9
Area: 30,,,,,,,,,,,
2022,YTD,25,"$2,055 ","$2,050 ",$112 ,99.30%,24,1,25,24,1.1
2023,YTD,27,"$2,154 ","$2,200 ",$120 ,97.90%,38,4,28,26,1.8
Area: 31,,,,,,,,,,,
2022,YTD,208,"$1,629 ","$1,500 ",$116 ,98.50%,283,41,210,35,1.9
2023,YTD,199,"$1,910 ","$1,700 ",$119 ,97.60%,266,48,206,49,1.7
Area: 32,,,,,,,,,,,
2022,YTD,17,"$1,604 ","$1,500 ",$126 ,98.10%,19,1,16,23,0.6
2023,YTD,13,"$2,073 ","$2,350 ",$118 ,94.00%,18,3,13,35,3.8
Area: 33,,,,,,,,,,,
2022,YTD,127,"$1,678 ","$1,650 ",$145 ,99.10%,146,17,125,31,1.5
2023,YTD,135,"$1,684 ","$1,650 ",$149 ,97.50%,201,39,131,43,2.9
Area: 34,,,,,,,,,,,
2022,YTD,2,"$1,275 ","$1,275 ",$91 ,97.80%,5,0,2,24,12
2023,YTD,4,"$1,125 ","$1,138 ",$105 ,100.50%,6,0,4,9,1.7
Area: 35,,,,,,,,,,,
2022,YTD,1,$750 ,$750 ,$250 ,100.00%,1,0,0,4,0
Area: 36,,,,,,,,,,,
2022,YTD,46,"$2,125 ","$2,100 ",$128 ,100.20%,55,3,50,18,0.4
2023,YTD,37,"$2,205 ","$2,200 ",$137 ,99.70%,45,4,35,23,1.7
Area: 37,,,,,,,,,,,
2022,YTD,10,"$2,127 ","$2,100 ",$112 ,98.90%,12,1,8,19,2.2
2023,YTD,27,"$2,062 ","$2,000 ",$100 ,97.70%,42,5,28,42,1.5
Area: 38,,,,,,,,,,,
2022,YTD,24,"$1,858 ","$1,773 ",$108 ,98.50%,28,2,25,27,0.7
2023,YTD,46,"$1,995 ","$1,950 ",$119 ,99.00%,59,8,45,31,2.7
Area: 39,,,,,,,,,,,
2022,YTD,109,"$1,753 ","$1,695 ",$137 ,98.70%,152,19,114,28,2.1
2023,YTD,127,"$1,864 ","$1,899 ",$136 ,96.90%,185,39,124,51,3.4
Area: 40,,,,,,,,,,,
2022,YTD,14,"$1,989 ","$2,000 ",$122 ,98.90%,15,2,14,33,1.2
2023,YTD,30,"$1,804 ","$1,575 ",$124 ,96.50%,35,6,31,56,2.5
Area: 43,,,,,,,,,,,
2022,YTD,43,"$1,313 ","$1,250 ",$100 ,99.30%,48,6,44,24,1
2023,YTD,56,"$1,282 ","$1,300 ",$93 ,99.00%,77,11,57,29,1.5
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,184
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - TH/Condo: Existing Home,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 44,,,,,,,,,,,
2023,YTD,4,"$1,761 ","$1,775 ",$145 ,97.50%,3,0,4,28,0
Area: 46,,,,,,,,,,,
2023,YTD,1,"$1,375 ","$1,375 ",$183 ,100.00%,3,0,1,12,0
Area: 49,,,,,,,,,,,
2023,YTD,1,"$1,825 ","$1,825 ",$0 ,100.00%,1,0,1,4,0
Area: 51,,,,,,,,,,,
2022,YTD,4,"$1,513 ","$1,575 ",$112 ,96.10%,10,1,4,45,2
2023,YTD,8,"$1,597 ","$1,673 ",$125 ,98.30%,13,3,8,59,6
Area: 52,,,,,,,,,,,
2023,YTD,1,"$1,450 ","$1,450 ",$126 ,100.00%,2,0,1,28,12
Area: 54,,,,,,,,,,,
2022,YTD,4,$663 ,$675 ,$0 ,100.00%,4,0,4,9,0
Area: 55,,,,,,,,,,,
2022,YTD,1,$900 ,$900 ,$100 ,100.00%,1,0,1,106,0
Area: 57,,,,,,,,,,,
2022,YTD,7,"$1,210 ","$1,250 ",$110 ,100.40%,9,1,7,33,1.3
2023,YTD,2,"$1,450 ","$1,450 ",$142 ,98.10%,8,1,2,36,8
Area: 58,,,,,,,,,,,
2022,YTD,2,$775 ,$775 ,$120 ,100.00%,2,0,2,12,0
2023,YTD,4,"$1,074 ",$825 ,$122 ,100.00%,5,0,3,20,4.8
Area: 61,,,,,,,,,,,
2022,YTD,14,"$1,627 ","$1,800 ",$122 ,99.90%,15,4,14,46,0.9
2023,YTD,22,"$1,553 ","$1,595 ",$121 ,96.30%,34,6,22,35,3.1
Area: 64,,,,,,,,,,,
2022,YTD,4,$874 ,$850 ,$102 ,96.40%,3,0,4,58,0
2023,YTD,1,$900 ,$900 ,$136 ,78.30%,2,1,1,194,0
Area: 69,,,,,,,,,,,
2023,YTD,1,"$1,600 ","$1,600 ",$109 ,100.00%,3,0,1,22,0
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,185
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - TH/Condo: New Construction,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 1,,,,,,,,,,,
2022,YTD,2,"$2,140 ","$2,140 ",$123 ,101.70%,2,0,2,32,0
2023,YTD,1,"$2,200 ","$2,200 ",$119 ,100.00%,7,1,1,77,6
Area: 2,,,,,,,,,,,
2022,YTD,8,"$2,347 ","$1,850 ",$139 ,99.10%,9,2,9,45,3
2023,YTD,10,"$2,150 ","$1,900 ",$129 ,91.90%,21,4,11,53,7.2
Area: 3,,,,,,,,,,,
2022,YTD,3,"$2,092 ","$1,875 ",$116 ,84.50%,5,0,3,35,0
2023,YTD,4,"$1,859 ","$1,855 ",$124 ,100.10%,8,0,3,21,0
Area: 4,,,,,,,,,,,
2022,YTD,4,"$2,825 ","$2,800 ",$155 ,93.30%,4,0,3,46,3
2023,YTD,3,"$2,945 ","$3,185 ",$195 ,98.70%,9,1,3,12,8
Area: 5,,,,,,,,,,,
2022,YTD,8,"$2,297 ","$2,288 ",$124 ,100.00%,10,0,9,10,0
2023,YTD,11,"$2,229 ","$2,299 ",$131 ,97.80%,10,1,11,43,0.9
Area: 6,,,,,,,,,,,
2022,YTD,1,"$1,950 ","$1,950 ",$119 ,92.90%,2,0,2,7,0
2023,YTD,1,"$2,100 ","$2,100 ",$114 ,93.30%,2,0,3,189,0
Area: 7,,,,,,,,,,,
2023,YTD,1,"$2,100 ","$2,100 ",$119 ,100.00%,1,0,1,17,0
Area: 8,,,,,,,,,,,
2023,YTD,3,"$2,648 ","$2,500 ",$146 ,94.30%,3,0,3,78,0
Area: 9,,,,,,,,,,,
2022,YTD,19,"$2,674 ","$2,695 ",$154 ,97.90%,37,5,20,36,3.1
2023,YTD,36,"$2,295 ","$2,213 ",$154 ,98.20%,43,7,36,43,1.3
Area: 10,,,,,,,,,,,
2022,YTD,12,"$1,674 ","$1,682 ",$99 ,101.80%,12,1,12,27,1.4
2023,YTD,4,"$1,711 ","$1,723 ",$106 ,99.60%,5,0,4,29,1.7
Area: 11,,,,,,,,,,,
2022,YTD,1,"$1,700 ","$1,700 ",$163 ,87.20%,4,1,1,92,18
2023,YTD,1,"$1,600 ","$1,600 ",$154 ,100.00%,1,0,1,6,0
Area: 13,,,,,,,,,,,
2022,YTD,6,"$1,880 ","$1,899 ",$149 ,99.00%,15,3,6,20,12
2023,YTD,4,"$1,912 ","$1,775 ",$143 ,102.20%,15,6,4,44,7.5
Area: 14,,,,,,,,,,,
2023,YTD,1,"$2,329 ","$2,329 ",$141 ,100.00%,1,0,1,22,0
Area: 15,,,,,,,,,,,
2022,YTD,1,"$2,195 ","$2,195 ",$136 ,100.00%,2,0,1,1,12
Area: 16,,,,,,,,,,,
2022,YTD,4,"$4,737 ","$5,200 ",$161 ,96.50%,5,0,5,18,3
2023,YTD,2,"$3,300 ","$3,300 ",$163 ,100.00%,5,1,2,27,2.4
Area: 17,,,,,,,,,,,
2022,YTD,5,"$2,080 ","$2,175 ",$142 ,98.00%,7,1,5,34,8
2023,YTD,3,"$2,265 ","$2,295 ",$143 ,100.00%,3,0,3,26,0
Area: 18,,,,,,,,,,,
2022,YTD,2,"$3,150 ","$3,150 ",$133 ,100.00%,3,0,2,26,0
2023,YTD,1,"$3,000 ","$3,000 ",$157 ,100.00%,1,0,1,51,0
Area: 19,,,,,,,,,,,
2022,YTD,16,"$2,334 ","$2,300 ",$127 ,98.50%,20,2,16,32,2
2023,YTD,20,"$2,219 ","$2,275 ",$126 ,95.60%,25,3,19,36,0.5
Area: 22,,,,,,,,,,,
2023,YTD,3,"$3,400 ","$3,100 ",$139 ,96.70%,2,0,3,33,0
Area: 24,,,,,,,,,,,
2022,YTD,6,"$2,566 ","$2,573 ",$157 ,99.90%,11,1,7,31,0
2023,YTD,18,"$2,727 ","$2,725 ",$145 ,99.70%,31,2,20,21,1.2
Area: 25,,,,,,,,,,,
2022,YTD,6,"$2,469 ","$2,548 ",$137 ,98.60%,16,3,5,23,9.8
2023,YTD,3,"$2,598 ","$2,600 ",$135 ,97.60%,3,0,2,28,0
Area: 26,,,,,,,,,,,
2022,YTD,1,$850 ,$850 ,$106 ,100.00%,1,0,1,29,0
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,186
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - TH/Condo: New Construction,,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 26,,,,,,,,,,,
2023,YTD,1,"$2,150 ","$2,150 ",$150 ,122.20%,11,1,1,34,72
Area: 29,,,,,,,,,,,
2023,YTD,1,"$3,200 ","$3,200 ",$126 ,118.50%,10,2,1,14,36
Area: 30,,,,,,,,,,,
2022,YTD,3,"$2,163 ","$2,100 ",$133 ,100.00%,6,0,3,14,2.8
2023,YTD,14,"$2,433 ","$2,450 ",$129 ,98.20%,11,1,13,47,0.7
Area: 31,,,,,,,,,,,
2022,YTD,1,"$3,000 ","$3,000 ",$108 ,93.80%,1,0,1,35,0
2023,YTD,1,"$3,250 ","$3,250 ",$117 ,92.90%,1,0,1,110,0
Area: 33,,,,,,,,,,,
2022,YTD,5,"$2,435 ","$2,900 ",$152 ,97.30%,4,0,5,50,0
2023,YTD,1,"$4,800 ","$4,800 ",$224 ,87.30%,1,1,1,49,0
Area: 36,,,,,,,,,,,
2023,YTD,8,"$2,653 ","$2,725 ",$131 ,99.10%,14,2,8,13,5.3
Area: 37,,,,,,,,,,,
2023,YTD,6,"$2,175 ","$2,300 ",$118 ,100.00%,9,0,7,9,0
Area: 38,,,,,,,,,,,
2022,YTD,2,"$2,650 ","$2,650 ",$142 ,106.70%,7,0,2,23,16
2023,YTD,18,"$2,520 ","$2,583 ",$139 ,97.20%,20,3,18,47,2.6
Area: 39,,,,,,,,,,,
2022,YTD,5,"$2,065 ","$2,200 ",$127 ,96.80%,3,0,5,26,0
2023,YTD,16,"$2,025 ","$2,075 ",$121 ,97.20%,16,2,16,28,0.5
Area: 40,,,,,,,,,,,
2022,YTD,16,"$1,934 ","$1,905 ",$116 ,93.60%,23,3,16,27,3.8
2023,YTD,14,"$1,704 ","$1,750 ",$120 ,97.80%,13,3,13,70,0.9
Area: 57,,,,,,,,,,,
2022,YTD,1,"$1,300 ","$1,300 ",$144 ,100.00%,0,0,1,8,0
* Closed listing counts are preliminary.,,,,,,,,,,,
Produced by: Real Estate Center at Texas A&M University,,,,,,,,,,,187
Data: Houston Association of REALTORS/Data Relevance Project,,,,,,,,,,,
9/6/2023,,,,,,,,,,,
Houston Association of REALTORS,,,,,,,,,MLS Summary Report,,
,,,,,,,,,,,Aug-23
Closed Listings by Area for: August 2023,,,,,,,,,,,
Rentals - Multifamily: All(New and Existing),,,,,,,,,,,
,,Closed,Average,Median,Price/,Close to,New,Active,Pending,,Months
Year,Month,Listings*,Price,Price,100 Sqft,OL Price,Listings,Listings,Listings,DOM,Inventory
Area: 1,,,,,,,,,,,
2022,YTD,27,"$1,359 ","$1,300 ",$121 ,99.60%,166,25,28,22,12
2023,YTD,84,"$1,355 ","$1,220 ",$138 ,99.80%,165,35,89,33,4.6
Area: 2,,,,,,,,,,,
2022,YTD,171,"$1,133 ","$1,100 ",$102 ,98.70%,272,47,167,34,3.1
2023,YTD,223,"$1,205 ","$1,213 ",$108 ,98.20%,369,83,221,47,3.6
Area: 3,,,,,,,,,,,
2022,YTD,119,"$1,313 ","$1,350 ",$94 ,99.60%,243,42,122,35,3.7
2023,YTD,160,"$1,544 ","$1,625 ",$106 ,99.10%,255,47,163,40,2.8
Area: 4,,,,,,,,,,,
2022,YTD,280,"$1,099 ",$955 ,$115 ,98.10%,462,98,291,44,3.2
2023,YTD,374,"$1,157 ","$1,090 ",$120 ,97.90%,724,156,386,46,4.1
Area: 5,,,,,,,,,,,
2022,YTD,60,$990 ,$900 ,$106 ,96.30%,89,27,62,54,5
2023,YTD,85,$983 ,$850 ,$114 ,94.90%,107,51,83,83,4
Area: 6,,,,,,,,,,,
2022,YTD,27,"$1,049 ",$985 ,$105 ,99.80%,34,10,28,38,4.1
2023,YTD,35,"$1,055 ",$950 ,$105 ,98.70%,53,10,35,47,1.3
Area: 7,,,,,,,,,,,
2022,YTD,10,"$1,327 ","$1,400 ",$112 ,100.00%,21,2,11,26,1.5
2023,YTD,15,"$1,439 ","$1,300 ",$137 ,97.40%,40,8,14,33,6.5
Area: 8,,,,,,,,,,,
2022,YTD,13,"$1,743 ","$1,725 ",$106 ,101.30%,17,3,12,21,3
2023,YTD,7,"$1,663 ","$1,700 ",$125 ,99.00%,24,9,8,21,1.7
Area: 9,,,,,,,,,,,
2022,YTD,278,"$1,303 ","$1,250 ",$150 ,99.20%,490,73,273,35,2.7
2023,YTD,355,"$1,401 ","$1,295 ",$157 ,98.30%,679,116,355,37,3.1
Area: 10,,,,,,,,,,,
2022,YTD,8,"$1,396 ","$1,450 ",$84 ,99.60%,18,2,9,31,4
2023,YTD,11,"$1,499 ","$1,450 ",$83 ,101.10%,35,11,11,34,7.3
Area: 11,,,,,,,,,,,
2022,YTD,40,"$1,326 ","$1,363 ",$102 ,97.50%,56,9,40,33,2.8
2023,YTD,39,"$1,463 ","$1,500 ",$105 ,97.60%,72,12,40,50,4.9
Area: 12,,,,,,,,,,,
2022,YTD,12,"$1,335 ","$1,288 ",$101 ,100.70%,17,2,12,25,0.6
2023,YTD,25,"$1,374 ","$1,200 ",$64 ,98.90%,220,46,26,26,66.4
Area: 13,,,,,,,,,,,
2022,YTD,11,"$1,472 ","$1,415 ",$107 ,99.20%,32,6,13,27,10.5
2023,YTD,19,"$1,663 ","$1,650 ",$120 ,100.60%,113,30,20,23,27
Area: 14,,,,,,,,,,,
2022,YTD,6,"$1,531 ","$1,275 ",$138 ,96.80%,8,1,6,37,1
2023,YTD,30,"$1,360 ","$1,299 ",$134 ,98.10%,68,10,37,22,2.4
Area: 15,,,,,,,,,,,
2022,YTD,6,"$3,024 ","$2,925 ",$164 ,102.80%,9,3,5,17,6.5
2023,YTD,23,"$1,731 ","$1,895 ",$143 ,102.00%,48,13,26,24,7.2
Area: 16,,,,,,,,,,,
